,proba_m1,proba_m2,bayes_factor,scale1,scale2,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,comparison,group1,group2
HOPX,0.798,0.20199999999999996,1.3738408630749832,0.00018807338,0.00011980571,0.07333994,0.04134527,0.05550049554013875,0.02937840290381138,2.0896785,1.2801565,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
BMPR1B-DT,0.7974,0.2026,1.3701228063150888,1.0255642e-05,5.944109e-06,0.0029732408,0.0017014521,0.002973240832507433,0.0007940108892921957,0.064610645,0.047574855,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
HS6ST3,0.797,0.20299999999999996,1.3676486630343967,0.00085328036,0.0004183002,0.29732397,0.11048052,0.13181367690782905,0.047016787658801434,6.3511186,3.3213463,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
MYOM1,0.7958,0.20420000000000005,1.360247955856639,0.0201631,0.008131978,8.392453,2.9334705,0.8790882061447096,0.35038566243197333,169.5857,79.15914,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
SERPINB2,0.7958,0.20420000000000005,1.360247955856639,3.310296e-05,1.5747237e-05,0.012884042,0.007316246,0.01288404360753221,0.004310344827586205,0.5580531,0.16468354,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
SMOC1,0.7954,0.2046,1.3577882429525006,3.412755e-05,6.2634805e-05,0.012884042,0.013895181,0.01288404360753221,0.008507259528130692,0.34234446,0.6718122,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
NRAP,0.795,0.20499999999999996,1.3553320993140536,0.0037101868,0.0017898012,1.6382608,0.6417373,0.4886025768087252,0.21982758620688614,30.991096,16.734333,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
ABRA,0.795,0.20499999999999996,1.3553320993140536,0.00028498052,0.00016311473,0.134787,0.06051476,0.10009910802774999,0.04009754990925554,2.8333042,1.5606537,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
LINC01629,0.7946,0.20540000000000003,1.3528795097854984,0.00018981275,6.808843e-05,0.13478698,0.024954662,0.06442021803766104,0.019566696914700622,1.8641615,0.70096606,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
PLN,0.7938,0.20620000000000005,1.3479849328671327,0.005237854,0.0024356963,1.9484705,0.905997,0.631318136769085,0.29055127041742834,54.30184,27.731407,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
LINC00578,0.7872,0.2128,1.3081295539813265,5.3112406e-05,3.0131272e-05,0.021803763,0.012477301,0.02081268582755203,0.008337114337568077,0.48327458,0.36822358,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
PLCB1,0.7872,0.2128,1.3081295539813265,0.0029741987,0.0019936138,1.1645229,0.33512467,0.4925668979187352,0.16821687840289629,32.97129,19.626999,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
LMOD2,0.7866,0.21340000000000003,1.3045514869826427,0.0026217846,0.0013987778,1.026761,0.494946,0.4390485629336003,0.18426724137930192,23.01208,12.879737,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
MYH11,0.786,0.21399999999999997,1.3009807434010308,0.00050321274,0.0006849246,0.4023785,0.22856084,0.11496531219028705,0.05767921960072461,5.5981784,8.259751,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
AC139491.7,0.7858,0.21419999999999995,1.2997921151512561,1.4563054e-05,6.835652e-06,0.005946482,0.0028924681,0.005946481665014866,0.002211887477313975,0.14590943,0.08221377,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
NEBL,0.7832,0.2168,1.2844127882934802,0.014702634,0.0061219637,5.4063406,1.9797467,0.9137760158572971,0.3531079854809763,131.27539,56.257862,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
ZNF683,0.7828,0.21719999999999995,1.2820586141962818,8.147374e-06,6.24347e-06,0.0029732408,0.0020417424,0.002973240832507433,0.0015313067150635213,0.09761284,0.054552946,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
GRID2,0.7818,0.21819999999999995,1.2761868469213662,0.00044432006,0.000259612,0.14172456,0.05949391,0.11397423191278458,0.036354355716878256,4.257106,3.0014796,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
COMP,0.7818,0.21819999999999995,1.2761868469213662,1.0324412e-05,8.644594e-06,0.003964321,0.002835753,0.003964321110009911,0.0018148820326678774,0.0772737,0.13084312,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CD79A,0.7806,0.21940000000000004,1.2691662741371925,2.4067153e-06,2.3941142e-05,0.0009910803,0.0025521775,0.0009910802775024777,0.0013611615245009076,0.09262432,0.10165987,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
PNPLA3,0.7802,0.2198,1.2668322224243571,2.9969022e-05,4.413923e-05,0.008919722,0.019056262,0.008919722497522299,0.006805807622504548,0.23681606,0.35469607,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
MLIP-AS1,0.7798,0.22019999999999995,1.264501219670459,0.0020266837,0.0012040674,0.82557124,0.48865002,0.3785926660059479,0.17984346642467422,20.747734,12.763697,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
ACTG2,0.779,0.22099999999999997,1.2598483119410984,1.8072431e-05,0.00010501282,0.0069375625,0.033972338,0.006937561942517344,0.008960980036297663,0.15285559,0.8123752,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
SGO1,0.7774,0.22260000000000002,1.2505785475164402,1.932408e-05,1.3113168e-05,0.0069375625,0.003970053,0.006937561942517344,0.003573049001814879,0.16534303,0.14394857,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
ITK,0.7772,0.2228,1.2494231774335547,4.998415e-05,0.00018983107,0.014866202,0.023196472,0.014866204162537165,0.014235480943738707,0.39620292,1.8814819,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CASQ2,0.7754,0.22460000000000002,1.2390579513054587,0.0024795241,0.0011580507,1.2130865,0.42025173,0.4975222993062477,0.2143829401088828,24.587654,12.357416,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
OBSCN,0.7752,0.2248,1.2379099109729326,0.0042075966,0.0021176594,1.7869226,0.74644244,0.5857284440039701,0.2511343012704058,39.03822,20.27906,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
AL596451.1,0.7732,0.2268,1.2264691443221332,2.14677e-06,1.3509704e-06,0.0,0.0004537205,0.0,0.0003402903811252268,0.0,0.01480294,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CNN1,0.773,0.22699999999999998,1.2253289999897676,0.00040630356,0.00015635672,0.2983151,0.08269017,0.11496531219028705,0.04350045372050762,4.3881288,1.7736785,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TRGC2,0.7718,0.22819999999999996,1.2185029808110595,2.8545626e-05,4.140026e-05,0.010901882,0.010378854,0.010901883052527254,0.007372958257713263,0.24098484,0.37332568,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
XCR1,0.7714,0.22860000000000003,1.2162332636323292,3.4138184e-06,2.6214232e-06,0.0009910803,0.000964156,0.0009910802775024777,0.0005104355716878401,0.009210783,0.034258425,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CDCP1,0.7714,0.22860000000000003,1.2162332636323292,5.662739e-05,4.1928284e-05,0.021803763,0.011399729,0.02081268582755203,0.009017695099818535,0.7437209,0.3865609,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
NEXN,0.771,0.22899999999999998,1.2139663393111373,0.018603127,0.008400107,6.9028687,2.8218105,0.925668979187327,0.38050136116156896,161.01033,78.83089,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
PDE4D,0.7702,0.2298,1.209440825433694,0.005419472,0.0030855895,1.9385601,0.89216375,0.6679881070366774,0.3308756805807852,51.416565,30.338346,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
ROR1,0.7696,0.23040000000000005,1.2060539401207464,0.004034686,0.0019596063,1.9336023,0.7577274,0.5014866204162577,0.25090744101632223,37.78801,20.340286,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TPM3,0.769,0.23099999999999998,1.2026732286977095,0.0019250618,0.0009604662,1.1238863,0.3247455,0.33894945490584794,0.19373865698728687,20.656548,8.905656,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
MYOZ2,0.7686,0.23140000000000005,1.200422833166625,0.0048900736,0.0026011453,2.2467856,1.0273092,0.6600594648166574,0.2847096188747761,49.306755,27.486176,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
GREM2,0.7684,0.23160000000000003,1.1992986550317246,3.2243344e-05,2.3438908e-05,0.013875122,0.0051610707,0.013875123885034688,0.003573049001814879,0.4668406,0.3408283,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CD209,0.7682,0.2318,1.198175154882959,4.905683e-06,1.557147e-05,0.0029732408,0.0068058097,0.002973240832507433,0.004423774954627948,0.12147673,0.16220815,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TNIP3,0.767,0.23299999999999998,1.1914483179209112,1.5986048e-05,3.3276385e-05,0.005946482,0.005614792,0.005946481665014866,0.004026769509981848,0.20672084,0.2996442,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
HAS1,0.7656,0.23440000000000005,1.1836307528354224,1.7148028e-05,1.8980038e-05,0.0049554016,0.010265421,0.004955401387512388,0.004650635208711434,0.13297269,0.2564753,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
AC100849.1,0.7652,0.2348,1.1814031200911983,6.965076e-05,0.00019826984,0.024777003,0.0418557,0.022794846382556987,0.013441470054446507,0.66325265,1.438946,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
RAMP1,0.7626,0.23740000000000006,1.1669871362379314,0.0009867639,0.0005266066,0.36769044,0.19021969,0.26263627353815555,0.13061479128856082,10.754594,5.593485,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TSPAN8,0.7618,0.23819999999999997,1.162573368268582,4.5322387e-05,1.961712e-05,0.011892962,0.0061819456,0.011892963330029732,0.0053879310344827624,0.3683258,0.22696495,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
RRAD,0.7616,0.23839999999999995,1.1614715194699055,0.0012072765,0.0006225079,0.46382502,0.24449584,0.26065411298315055,0.12806261343012176,12.606124,6.3383417,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TMEM176A,0.7604,0.23960000000000004,1.1548737157877267,0.00014408959,8.5855514e-05,0.038652122,0.041231815,0.03865213082259663,0.02654264972776781,1.4380132,0.9125361,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
PPP1R12B,0.7588,0.24119999999999997,1.1461117449271632,0.012536123,0.0066400473,4.8186307,2.2794542,0.8681863230921821,0.40165607985486307,129.83809,66.67833,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
PAPPA,0.7582,0.24180000000000001,1.142836236734182,0.00019433963,0.0003049546,0.07730429,0.07820974,0.06739345887016845,0.040891560798547694,2.6765566,3.0181563,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
BLK,0.7574,0.24260000000000004,1.138477490940693,7.845818e-06,1.0876143e-05,0.0019821606,0.0026656075,0.0019821605550049554,0.0015880217785843925,0.038925435,0.25932968,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
ADM,0.7572,0.24280000000000002,1.1373893321702144,0.00035202497,0.0002036119,0.21704662,0.08977939,0.14965312190287353,0.053709165154263855,4.9811254,2.3754358,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
DKK2,0.7572,0.24280000000000002,1.1373893321702144,9.300144e-05,5.532158e-05,0.035678882,0.017184654,0.031714568880079286,0.012193738656987335,1.3339803,0.633088,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
GPM6A,0.7566,0.24339999999999995,1.1341285037778923,0.00014872497,0.00015690636,0.04757184,0.02790386,0.04360753221010902,0.01871597096188755,1.3601302,1.5996841,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
HS6ST2,0.7566,0.24339999999999995,1.1341285037778923,5.7575697e-05,4.434326e-05,0.024777003,0.0136116,0.024777006937561942,0.010265426497277706,0.5654311,0.5406409,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TENM4,0.7564,0.24360000000000004,1.1330427731181762,0.00059562357,0.00030287678,0.16947472,0.06975912,0.13974231912784882,0.05013611615244917,5.82724,2.8876698,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
ENAH,0.7554,0.24460000000000004,1.1276231593802302,0.0018361436,0.0011926307,0.8126876,0.36331093,0.4142715559960378,0.22720054446459897,19.344534,12.226572,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
NRG1,0.7546,0.24539999999999995,1.123298247755658,0.00025481544,0.00017079654,0.071357794,0.03556035,0.06739345887016845,0.02858439201451918,2.1775723,1.5611169,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
SNTG2,0.7546,0.24539999999999995,1.123298247755658,0.00023526044,0.0003322373,0.08126863,0.059380453,0.07730426164519316,0.03533348457350263,2.2311778,2.8126175,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
PRG4,0.753,0.247,1.1146768639662996,3.0797117e-05,1.3090287e-05,0.012884042,0.01276089,0.011892963330029732,0.003119328493647911,0.39650378,0.32207507,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
NR4A3,0.753,0.247,1.1146768639662996,0.0009211236,0.0003249175,0.3924675,0.1252828,0.17244796828543035,0.06391787658802009,9.294024,3.0140474,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
NEIL3,0.752,0.248,1.1093075507601502,5.4151574e-06,4.1290273e-06,0.0029732408,0.00090744096,0.002973240832507433,0.0006805807622504535,0.074204974,0.03127077,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
SLPI,0.7504,0.24960000000000004,1.1007467344588662,0.00015317507,5.7414538e-05,0.04658076,0.027563542,0.040634291377601585,0.013044464609800407,1.3536639,0.74217594,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
SLC25A4,0.7504,0.24960000000000004,1.1007467344588662,0.004184209,0.00256056,1.840442,0.9042492,0.6878097125867274,0.36184210526319427,46.82259,28.444185,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TNFRSF19,0.75,0.25,1.0986122620014438,0.0011033262,0.0006063794,0.4291372,0.2171592,0.26660059464816555,0.13089836660616516,11.093337,6.9203057,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
RNF150,0.75,0.25,1.0986122620014438,0.0031109652,0.0018725126,1.0822624,0.70549005,0.5034687809712627,0.24438520871142197,29.51994,19.687815,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
PDZRN4,0.7498,0.2502,1.097545879637866,6.650032e-05,0.00013809299,0.022794843,0.040437818,0.019821605550049554,0.014065335753176093,0.6475005,1.4072242,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
AC009318.1,0.7496,0.25039999999999996,1.0964800651026159,0.0004873435,0.0002962413,0.2537164,0.11269166,0.1744301288404353,0.08070553539019701,5.881094,3.4135206,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
NRXN3,0.749,0.251,1.0932860178959338,0.0006725969,0.0007290948,0.27452916,0.24608536,0.15163528245787847,0.06987295825771123,8.566595,8.368491,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
RYR2,0.7478,0.2522,1.086913112733684,0.11612583,0.06457018,52.210148,25.001158,0.991080277502492,0.47901542649736484,1153.8037,647.53235,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
SLC16A10,0.7476,0.25239999999999996,1.0858529186708363,0.00048378416,0.00041075444,0.18731421,0.13310918,0.13478691774033646,0.07129083484573293,5.1477585,3.706911,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
MGAT5,0.7476,0.25239999999999996,1.0858529186708363,0.0031156999,0.0018585522,1.3171507,0.55767995,0.5688800792864276,0.26639065335752676,34.190662,20.07618,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
ATP13A3,0.7458,0.2542,1.076336083058685,0.0017168497,0.0011730408,0.76412463,0.33529407,0.40237859266600784,0.20525181488202307,18.449047,11.330856,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
RHBDL2,0.7454,0.25460000000000005,1.0742272750601702,0.00030827726,0.0001688286,0.12983164,0.046392806,0.10703666997026728,0.03709165154264954,3.2628412,1.885473,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
AC016766.1,0.7442,0.2558,1.0679139011119871,0.00013805901,0.00014553948,0.05054508,0.02648597,0.04757185332011893,0.018602540834845808,1.4758995,1.677675,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
NECTIN3-AS1,0.7432,0.25680000000000003,1.0626675901983416,0.00013723086,7.731726e-05,0.032705642,0.015596622,0.02973240832507433,0.012817604355716921,1.1592079,0.68060577,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
NRG3,0.7428,0.2572,1.0605728116974125,0.00016750541,0.00028273897,0.06442021,0.05121357,0.05946481665014866,0.024500907441016437,2.2494068,3.0630484,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CAMK4,0.7418,0.2582,1.0553451613940048,7.086108e-05,0.00012861607,0.030723482,0.021268168,0.030723488602576808,0.015029491833030907,0.69690967,1.4772139,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TPM2,0.7416,0.25839999999999996,1.0543012171278674,0.0029231873,0.0023170765,1.1268612,1.0286844,0.5123885034687852,0.2857872050816731,27.041788,23.020937,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
KIF18B,0.7416,0.25839999999999996,1.0543012171278674,1.818226e-05,1.3684158e-05,0.008919722,0.0030626124,0.008919722497522299,0.002268602540834846,0.34732148,0.19318323,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
ELL2,0.7412,0.25880000000000003,1.0522149066362187,0.0022141703,0.0014024846,0.9851366,0.5582478,0.47274529236868523,0.24086887477312816,24.52465,16.676334,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CDH2,0.7412,0.25880000000000003,1.0522149066362187,0.007240545,0.004332579,2.6640353,1.6025217,0.7244796828543199,0.29281987295826417,63.980637,42.049126,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CALD1,0.7408,0.2592,1.050130693772524,0.019040028,0.010923208,9.960336,2.657284,0.8434093161546197,0.6374773139747475,194.5842,114.21582,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
XCL1,0.739,0.261,1.0407774888431325,4.3299888e-06,1.7846149e-05,0.0009910803,0.0074863904,0.0009910802775024777,0.003232758620689653,0.0320738,0.17698643,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
EREG,0.7388,0.2612,1.0397408261734333,3.31439e-05,5.8587895e-05,0.015857283,0.047980916,0.014866204162537165,0.012080308529945592,0.44974494,0.5130533,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
AP001783.1,0.7382,0.26180000000000003,1.0366339124694666,5.1764305e-06,1.2520033e-05,0.0009910803,0.0019283126,0.0009910802775024777,0.0015880217785843925,0.06563446,0.13140307,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
ACTA2,0.738,0.262,1.0355992962215728,0.0024655082,0.002860358,1.2170489,0.9772768,0.3736372646184354,0.16033348457349564,29.986917,28.263008,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
FAM155A,0.7368,0.2632,1.0294022610682187,0.00059151347,0.0006004199,0.19226955,0.088815115,0.167492566897918,0.06227313974591492,6.214848,5.508159,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CCL19,0.7364,0.26359999999999995,1.027340622373881,1.07719015e-05,1.5422056e-05,0.0019821606,0.013328041,0.0019821605550049554,0.002949183303085298,0.11779106,0.30829462,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
PTGFR,0.7364,0.26359999999999995,1.027340622373881,3.9860694e-05,9.272481e-05,0.012884042,0.018715972,0.011892963330029732,0.013781760435571735,0.385406,0.84893566,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
DPP6,0.7348,0.2652,1.0191140709310187,0.00050347816,0.00029122157,0.17343907,0.064541444,0.1536174430128834,0.04945553539019876,4.8902936,2.767231,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
C5orf17,0.7336,0.26639999999999997,1.012964958369891,0.00041652878,0.00021618679,0.12487619,0.03573049,0.08721506442021787,0.02455762250453731,3.5340724,1.8109256,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
SYK,0.7332,0.26680000000000004,1.0109191780816658,5.553646e-05,0.00023079231,0.018830523,0.042309426,0.018830525272547076,0.024784482758620795,0.45755428,1.9725077,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
SLIT2,0.7326,0.26739999999999997,1.0078541619297279,0.00031399872,0.00075194915,0.12586732,0.15999171,0.09910802775024752,0.08206669691469784,3.6765506,8.786474,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CRYAB,0.7324,0.26759999999999995,1.0068334608308167,0.0049149017,0.0028205677,1.7462888,0.8794638,0.6124876114965375,0.340233666061733,46.670513,29.003197,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
XKR4,0.7324,0.26759999999999995,1.0068334608308167,0.00010108087,0.00019862266,0.040634282,0.047413744,0.03964321110009911,0.019736842105263237,0.9969683,2.8592694,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CD8A,0.7322,0.26780000000000004,1.0058132437452354,1.6945962e-05,7.904222e-05,0.005946482,0.015936924,0.005946481665014866,0.009414700544464635,0.19076824,0.5583196,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
AC008056.1,0.7316,0.26839999999999997,1.002755487830032,3.126553e-05,5.001294e-05,0.014866203,0.015426494,0.011892963330029732,0.007996823956442849,0.5211987,0.7754665,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
CHRM3,0.7312,0.26880000000000004,1.000719387964714,0.00012956873,0.00014911729,0.04261644,0.028187435,0.040634291377601585,0.019680127041742365,1.2040757,1.4735279,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TLL1,0.7306,0.2694,0.9976688269527747,5.642907e-05,0.00010163828,0.021803763,0.021495016,0.019821605550049554,0.014519056261343064,0.7333504,1.1664879,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TMEM100,0.7302,0.26980000000000004,0.9956375020782674,0.00011613326,8.4072635e-05,0.04658076,0.026599403,0.04261645193260654,0.01985027223230498,1.074713,0.8509943,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
HP,0.7268,0.2732,0.9784471859811039,0.00034912254,9.658672e-05,0.12586729,0.04684664,0.08225966303270552,0.02421733212341208,4.1476336,1.4469074,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
TMEM176B,0.7262,0.27380000000000004,0.975427523373189,0.00039538706,0.00026080772,0.1288406,0.08433469,0.11100099108027717,0.05966424682395499,4.4664097,2.756732,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
MID1,0.7262,0.27380000000000004,0.975427523373189,0.0011508642,0.00074982375,0.3904852,0.14689033,0.22893954410307119,0.09766333938293653,11.665259,6.7876225,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
HS3ST2,0.7246,0.2754,0.9673951696563202,4.0247753e-05,5.2487652e-05,0.014866202,0.014972766,0.014866204162537165,0.008563974591651563,0.33245337,0.6143302,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
IL2RA,0.7242,0.27580000000000005,0.9653916095225219,4.084442e-05,7.931848e-05,0.015857283,0.016163781,0.015857284440039643,0.010662431941923806,0.4353929,0.71883583,Atrial_Cardiomyocyte vs Rest,Atrial_Cardiomyocyte,Rest
